"steam_appid","name","developers","publishers","categories","genres","required_age","n_achievements","platforms","is_released","release_date","additional_content","total_reviews","total_positive","total_negative","review_score","review_score_desc","positive_percentual","metacritic","is_free","price_initial..USD.","Single.player","Family.Sharing","Steam.Achievements","In.App.Purchases","Steam.Trading.Cards","Steam.Cloud","Partial.Controller.Support","Multi.player","PvP","Shared.Split.Screen.PvP","Co.op","Shared.Split.Screen.Co.op","Remote.Play.Together","Full.controller.support","Online.PvP","Tracked.Controller.Support","VR.Only","Steam.Leaderboards","Shared.Split.Screen","Online.Co.op","Stats","Steam.Workshop","Remote.Play.on.TV","Captions.available","MMO","Cross.Platform.Multiplayer","Commentary.available","LAN.PvP","Includes.level.editor","VR.Supported","VR.Support","Remote.Play.on.Phone","Remote.Play.on.Tablet","Valve.Anti.Cheat.enabled","LAN.Co.op","Includes.Source.SDK","SteamVR.Collectibles","HDR.available","Steam.Turn.Notifications","Steam.Timeline","Adventure","Casual","Free.To.Play","Simulation","Nudity","Strategy","Indie","Action","RPG","Sports","Early.Access","Massively.Multiplayer","Racing","Violent","Gore","Design...Illustration","Sexual.Content","Audio.Production","Education","Software.Training","Utilities","Animation...Modeling","Web.Publishing","Game.Development","Photo.Editing","Accounting","windows","mac","linux","num_ac"
942300,"✌ Johnny Rocket","['KG Game Studuo', 'Hede']","['Hede']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",0,5,"['windows', 'mac', 'linux']",TRUE,"2018-11-12 0:00:00","[]",10,4,6,5,"Mixed",40,0,FALSE,199.99,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
937780,"♞ The Tactics of War ♞","['IK', 'Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,1,"['windows', 'mac', 'linux']",TRUE,"2018-09-24 0:00:00","[]",4,1,3,0,"4 user reviews",25,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
860670,"❂ Hexaluga ❂ Dungeons and Hunting ☠","['Hede', 'Hexaluga mines']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",0,6,"['windows', 'mac', 'linux']",TRUE,"2018-05-22 0:00:00","[]",3,2,1,0,"3 user reviews",66.7,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2878320,"Hidden Castle Top-Down 3D","['Top-Down Games']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-03-28 0:00:00","[]",10,10,0,7,"Positive",100,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2878330,"Climb Challenge - Find Items 4","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-03-28 0:00:00","[]",9,9,0,0,"9 user reviews",100,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2878340,"Climb Challenge - Find Items 5","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-03-28 0:00:00","[]",8,8,0,0,"8 user reviews",100,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2878350,"Save from Bobr Curve","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-03-28 0:00:00","[]",10,9,1,7,"Positive",90,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2878360,"Save and Survive","['Save and Survive']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-03-28 0:00:00","[]",9,8,1,0,"9 user reviews",88.9,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1915910,"Hidden Build Top-Down 3D","['Top-Down Games']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2022-03-08 0:00:00","[]",13,9,4,5,"Mixed",69.2,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1912700,"3D PUZZLE - Wood House","['PUZZLE Games']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,6,"['windows', 'mac', 'linux']",TRUE,"2022-03-04 0:00:00","[]",12,5,7,5,"Mixed",41.7,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1891230,"Hidden Tavern Top-Down 3D","['Top-Down Games']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2022-02-11 0:00:00","[]",5,4,1,0,"5 user reviews",80,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1885090,"3D PUZZLE - Modern House","['PUZZLE Games']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2022-02-09 0:00:00","[]",10,6,4,5,"Mixed",60,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1873990,"3D PUZZLE - Old House","['PUZZLE Games']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2022-01-26 0:00:00","[]",15,7,8,5,"Mixed",46.7,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1834290,"Toy War - Cannon","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2023-04-27 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1537940,"Bow & Crystal Tower Defense","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,3,"['windows', 'mac', 'linux']",TRUE,"2021-02-11 0:00:00","[]",1,0,1,0,"1 user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1537960,"Click and Relax","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,5,"['windows', 'mac', 'linux']",TRUE,"2021-02-11 0:00:00","[]",2,1,1,0,"2 user reviews",50,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1522530,"Ero Snooker","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",0,4,"['windows', 'mac', 'linux']",TRUE,"2021-01-29 0:00:00","[]",1,0,1,0,"1 user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1521770,"Ero Tennis","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",0,4,"['windows', 'mac', 'linux']",TRUE,"2021-02-02 0:00:00","[]",1,0,1,0,"1 user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1502730,"Street Football","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,4,"['windows', 'mac', 'linux']",TRUE,"2021-01-07 0:00:00","[]",5,0,5,0,"5 user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1470750,"MAGIC POT&TER BATTLEGROUNDS","['Hede', 'Hexaluga mines']","['Hede']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",0,3,"['windows', 'mac', 'linux']",TRUE,"2021-05-04 0:00:00","[]",4,2,2,0,"4 user reviews",50,0,FALSE,199.99,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1441090,"Metal Strike","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,5,"['windows', 'mac', 'linux']",TRUE,"2020-10-20 0:00:00","[]",3,1,2,0,"3 user reviews",33.3,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1438940,"Game Localization","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Early Access']",0,4,"['windows', 'mac', 'linux']",TRUE,"2020-12-07 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2312510,"Hidden Post-Apocalyptic 2 Top-Down 3D","['Top-Down Games']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2023-02-21 0:00:00","[]",7,7,0,0,"7 user reviews",100,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2278120,"Break Everything - Park","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows']",TRUE,"2023-01-27 0:00:00","[]",1,1,0,0,"1 user reviews",100,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2270350,"Break Everything - Living room","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows']",TRUE,"2023-01-19 0:00:00","[]",2,1,1,0,"2 user reviews",50,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2771860,"Save Giant Girl from monsters","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-01-23 0:00:00","[]",9,8,1,0,"9 user reviews",88.9,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2741440,"Virtual girl save virtual boy","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",TRUE,"2024-01-25 0:00:00","[]",9,9,0,0,"9 user reviews",100,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1419440,"Truck Truck","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,5,"['windows', 'mac', 'linux']",TRUE,"2020-09-24 0:00:00","[]",1,0,1,0,"1 user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1413820,"Balloon Saga","['Hede']","['Hede']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,5,"['windows', 'mac', 'linux']",TRUE,"2020-09-21 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1391990,"Berries Challenge","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,4,"['windows', 'mac', 'linux']",TRUE,"2020-09-26 0:00:00","[]",6,3,3,0,"6 user reviews",50,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1390830,"Flower Challenge","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,4,"['windows', 'mac', 'linux']",TRUE,"2020-09-24 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1345150,"Mushroom Challenge","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,4,"['windows', 'mac', 'linux']",TRUE,"2020-07-23 0:00:00","[]",9,4,5,0,"9 user reviews",44.4,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1623300,"Model Building Restoration","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",0,3,"['windows', 'mac', 'linux']",TRUE,"2021-05-31 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1622270,"COINS BATTLE","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,3,"['windows', 'mac', 'linux']",TRUE,"2021-06-09 0:00:00","[]",5,2,3,0,"5 user reviews",40,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1607850,"Planets Battle","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,1,"['windows', 'mac', 'linux']",TRUE,"2021-05-03 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1607860,"Water Drift","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,1,"['windows', 'mac', 'linux']",TRUE,"2021-05-02 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1588140,"Monkey vs Dino","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,2,"['windows', 'mac', 'linux']",TRUE,"2021-04-14 0:00:00","[]",11,10,1,7,"Positive",90.9,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1584340,"Space Ship DRIFT","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",0,1,"['windows', 'mac', 'linux']",TRUE,"2021-04-07 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1584350,"Battle for Sea 3D","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,1,"['windows', 'mac', 'linux']",TRUE,"2021-04-08 0:00:00","[]",0,0,0,0,"No user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1553970,"Gold  Challenge","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,2,"['windows', 'mac', 'linux']",TRUE,"2021-03-04 0:00:00","[]",6,2,4,0,"6 user reviews",33.3,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1553940,"Space Cube Tower Defense","['Hede']","['Hede']","['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",0,4,"['windows', 'mac', 'linux']",TRUE,"2021-03-01 0:00:00","[]",1,0,1,0,"1 user reviews",0,0,FALSE,199.99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
